date,code,tv_rank,vol_rank,ret,drop_pct,close,high,gap_pct,hold_close_pct,is_52w_high,name
2026-02-26,187660,10,10,19.144862795149976,8.255528255528255,18670,20350,1.7139796464916979,0.0,True,페니트리움바이오
2026-02-26,277810,16,559,11.675126903553302,2.6548672566371683,880000,904000,-3.295454545454545,-2.272727272727273,True,레인보우로보틱스
2026-02-26,377300,43,132,6.552262090483629,6.8212824010914055,68300,73300,2.1961932650073206,-2.049780380673499,False,카카오페이
2026-02-26,403870,28,50,5.609756097560981,5.355191256830602,43300,45750,-1.7321016166281753,3.5796766743648964,False,HPSP
2026-02-26,489790,12,54,13.456464379947231,8.898305084745763,86000,94400,-4.767441860465117,-0.6976744186046512,True,한화비전
2026-02-27,000150,42,1052,5.185185185185182,1.3127413127413128,1278000,1295000,-0.6259780907668232,-9.859154929577464,True,두산
2026-02-27,000250,27,624,8.982826948480849,4.069767441860465,825000,860000,-0.9696969696969697,-8.606060606060606,True,삼천당제약
2026-02-27,004020,15,35,19.845360824742265,7.738095238095238,46500,50400,3.870967741935484,-10.967741935483872,True,현대제철
2026-02-27,005380,3,97,10.673234811165845,1.8922852983988356,674000,687000,-2.967359050445104,-11.72106824925816,True,현대차
2026-02-27,006340,38,5,5.928237129485181,9.345794392523365,6790,7490,-2.0618556701030926,-12.665684830633284,True,대원전선
2026-02-27,007660,34,122,7.679324894514772,2.7439024390243905,127600,131200,-1.6457680250783697,-9.87460815047022,False,이수페타시스
2026-02-27,042700,4,66,17.422867513611617,2.706766917293233,323500,332500,-2.936630602782071,-12.828438948995363,True,한미반도체
2026-02-27,051910,23,293,7.051282051282048,1.5330188679245282,417500,424000,-3.7125748502994016,-13.532934131736527,True,LG화학
2026-02-27,178320,31,49,21.611253196930956,3.842264914054601,47550,49450,-2.6288117770767614,-9.989484752891693,True,서진시스템
