date,time,name,setup,buy_score,dist_high,recent_5m,consec_bull,race,mfe,mae,cur_hold_s,cur_pnl,cur_reason,mat_hold_s,mat_pnl,mat_reason
05-20,10:29,삼성전자,pullback,5.5,-2.3131672597864767,-0.3629764065335753,2,neither,1.639344262295082,-0.36429872495446264,4.007088,0.0,E2_bearish_div,1798.006944,1.639344262295082,eow
05-20,10:44,삼성전자,pullback,5.0,-2.224199288256228,0.0,2,up,2.2747952684258417,-0.27297543221110104,6.006008,0.0,E3_vol_drain,1755.998112,2.2747952684258417,target_prevhigh
05-20,10:58,삼성전자,breakout,6.0,-0.8896797153024912,0.5415162454873645,3,neither,1.3464991023339317,-0.17953321364452424,5.971395,-0.08976660682226212,E3_vol_drain,1011.971451,0.8976660682226212,bearish_candle
05-20,11:09,삼성전자,chase,5.0,-0.1779359430604982,0.35778175313059035,4,down,0.6238859180035651,-5.88235294117647,4.005529,0.0,E3_vol_drain,1285.97879,-2.0,stop_-2%
05-20,11:19,삼성전자,breakout,7.0,-0.1779359430604982,-0.1779359430604982,2,down,0.6238859180035651,-5.88235294117647,33.993662,0.17825311942959002,E3_vol_drain,679.921273,-2.0,stop_-2%
05-20,13:00,삼성전자,pullback,5.0,-4.517271922054915,0.5597014925373134,3,up,2.0408163265306123,0.0,6.040335,0.0,E1_vp<100,1799.95035,1.6697588126159555,eow
05-20,13:13,삼성전자,pullback,7.0,-3.188662533215235,0.3673094582185491,2,neither,0.6404391582799633,-0.8234217749313815,13.982616,0.09149130832570906,E3_vol_drain,1797.980817,-0.7319304666056725,eow
05-20,13:29,삼성전자,pullback,5.0,-3.100088573959256,-0.18248175182481752,2,neither,0.18281535648994515,-1.6453382084095063,3.999935,0.18281535648994515,E3_vol_drain,1799.999412,-1.2797074954296161,eow
05-20,14:39,삼성전자,pullback,5.0,-3.631532329495128,0.6475485661424607,3,neither,1.1029411764705883,-0.6433823529411764,5.99528,0.0,E3_vol_drain,1797.977618,0.7352941176470588,eow
05-20,14:51,삼성전자,pullback,5.0,-3.454384410983171,0.8325624421831638,2,neither,1.4678899082568808,-0.09174311926605505,40.00509,0.1834862385321101,E3_vol_drain,1798.052233,1.2844036697247707,eow
05-20,15:03,삼성전자,pullback,6.0,-2.745792736935341,0.18248175182481752,2,neither,0.7285974499089253,-0.7285974499089253,32.005893,0.18214936247723132,E3_vol_drain,1795.990741,0.546448087431694,eow
05-20,15:14,삼성전자,pullback,7.5,-2.745792736935341,0.18248175182481752,2,neither,0.7285974499089253,0.0,12.00868,0.18214936247723132,E3_vol_drain,1796.008552,0.546448087431694,eow
05-20,09:01,삼성전자우,breakout,7.0,0.0,,0,down,0.7146783947223749,-2.638812534359538,627.999924,-2.0,stop_-2%,627.999924,-2.0,stop_-2%
05-20,09:02,이수화학,breakout,7.0,0.0,,0,up,6.8181818181818175,-1.7424242424242427,235.987841,3.1818181818181817,E2_bearish_div,250.00514,1.893939393939394,trailing
05-20,09:18,이수화학,chase,6.0,-0.5102040816326531,3.3308099924299777,4,down,3.296703296703297,-6.886446886446887,58.110421,0.14652014652014653,E2_bearish_div,258.035444,0.07326007326007326,trailing
05-20,09:29,이수화학,chase,8.0,0.0,4.151223128243143,3,down,0.3558718861209964,-9.608540925266903,108.052508,-2.0,stop_-2%,108.052508,-2.0,stop_-2%
05-20,10:20,이수화학,pullback,5.5,-2.8368794326241136,1.6320474777448073,3,down,0.0,-4.014598540145985,4.008253,-0.21897810218978103,E1_vp<100,402.001616,-2.0,stop_-2%
05-20,10:50,이수화학,pullback,5.5,-3.900709219858156,2.3413897280966767,5,up,2.3616236162361623,-1.6974169741697416,4.005305,0.2952029520295203,E1_vp<100,1798.000085,1.992619926199262,eow
05-20,11:10,이수화학,pullback,5.5,-3.4751773049645394,1.2648809523809523,3,up,2.351212343864805,-1.9103600293901544,6.161797,0.0,E1_vp<100,1206.002845,0.7347538574577517,trailing
05-20,14:24,이수화학,chase,6.5,-0.07047216349541931,7.342922028766086,3,down,1.4809590973201692,-2.6798307475317347,33.997223,-0.6346967559943583,E3_vol_drain,689.99944,-0.4936530324400564,trailing
05-20,14:34,이수화학,chase,6.5,-0.06963788300835655,1.1988716502115657,4,down,0.2787456445993031,-3.8327526132404177,94.029665,-2.0,stop_-2%,94.029665,-2.0,stop_-2%
05-20,15:13,이수화학,pullback,6.5,-2.1542738012508686,2.102973168963017,4,neither,0.14204545454545456,-0.35511363636363635,16.067982,0.03551136363636364,E3_vol_drain,1796.000641,0.0,eow
05-20,09:01,이수페타시스,breakout,6.0,0.0,,0,up,5.390185036202736,-1.6894609814963797,118.048526,3.2180209171359615,E3_vol_drain,136.077386,3.2984714400643607,bearish_candle
05-20,09:26,이수페타시스,pullback,5.0,-3.6641221374045805,2.103559870550162,4,down,1.1885895404120443,-3.9619651347068143,4.0183,0.07923930269413629,E2_bearish_div,381.976219,-0.39619651347068147,trailing
05-20,11:16,이수페타시스,pullback,5.0,-4.885496183206107,1.3832384052074858,5,down,0.5617977528089888,-4.012841091492777,4.100952,0.08025682182985554,E1_vp<100,880.025448,-2.0,stop_-2%
05-20,11:06,삼성전기,chase,5.0,-0.5035246727089627,1.3333333333333335,4,down,1.417004048582996,-4.554655870445344,3.9878080000000002,0.10121457489878542,E3_vol_drain,1175.987781,-0.10121457489878542,trailing
05-20,11:19,삼성전기,breakout,5.0,-0.499001996007984,0.1004016064257028,2,down,0.4012036108324975,-5.516549648946841,297.995074,-0.4012036108324975,E3_vol_drain,629.990231,-2.0,stop_-2%
05-20,13:56,삼성전기,pullback,9.0,-1.3972055888223553,2.1716649431230612,3,up,11.133603238866396,-0.4048582995951417,12.007465,0.10121457489878542,E2_bearish_div,242.000882,1.417004048582996,target_prevhigh
05-20,14:08,삼성전기,pullback,5.5,-1.5444015444015444,-0.4878048780487805,2,up,8.333333333333332,-0.39215686274509803,55.957903,0.29411764705882354,E3_vol_drain,89.959117,1.5686274509803921,target_prevhigh
05-20,14:18,삼성전기,chase,6.5,0.0,2.4061597690086622,4,up,3.8533834586466162,-1.4097744360902256,3.987882,0.0,E2_bearish_div,228.027372,1.5977443609022555,trailing
